biz_date,oil_dtd_spot,luowen_steel_future,gold_comex_future,csi300_index,
2006-03-31,66.05,,586.7,1061.09,
2006-04-03,67.58,,594.3,1079.32,
2006-04-04,66.11,,590.6,1089.37,
2006-04-05,66.82,,592.5,1099.97,
2006-04-06,67.46,,599.7,1103.24,
2006-04-07,67,,592.7,1103.15,
2006-04-10,68.38,,601.8,1117.91,
2006-04-11,68.34,,599.4,1123.31,
2006-04-12,69.53,,601.3,1117.07,
2006-04-13,69.38,,600.1,1093.93,
2006-04-14,,,,1118.61,
2006-04-17,70.48,,618.8,1124.41,
2006-04-18,71.36,,623.3,1131.28,
2006-04-19,72.75,,636,1138.24,
2006-04-20,73.12,,623.1,1134.38,
2006-04-21,74.01,,635.5,1149.16,
2006-04-24,74.12,,623.9,1142.7,
2006-04-25,72.79,,634.2,1141.93,
2006-04-26,73.55,,642,1155.73,
2006-04-27,71.66,,636.3,1155.27,
2006-04-28,72.14,,654.5,1172.35,
2006-05-01,73.46,,660.2,,
2006-05-02,74.45,,667.4,,
2006-05-03,73.55,,668.5,,
2006-05-04,71.56,,676.5,,
2006-05-05,70.8,,684.3,,
2006-05-08,68.39,,679.9,1218.45,
2006-05-09,70.4,,701.5,1251.61,
2006-05-10,69.9,,705.7,1265.93,
2006-05-11,72.05,,721.5,1255.04,
2006-05-12,71.55,,711.8,1296.26,
2006-05-15,68.86,,685,1352.16,
2006-05-16,69.02,,692.9,1331.13,
2006-05-17,67.84,,691.8,1335.52,
2006-05-18,67.23,,680.9,1331.2,
2006-05-19,66.76,,657.5,1366.1,
2006-05-22,66.65,,657.7,1373.67,
2006-05-23,69.19,,673.7,1317.65,
2006-05-24,68.63,,637.5,1308.24,
2006-05-25,68.48,,648.5,1307.7,
2006-05-26,69.76,,651,1331.02,
2006-05-29,,,,1366.29,
2006-05-30,69.96,,653.9,1378.76,
2006-05-31,67.76,,642.5,1365.45,
2006-06-01,68.78,,633.5,1402.88,
2006-06-02,68.36,,641,1390.12,
2006-06-05,69.16,,648.7,1403.16,
2006-06-06,68.14,,634.7,1399.14,
2006-06-07,67.81,,632.6,1320.23,
2006-06-08,67.07,,613.8,1325.98,
2006-06-09,69.33,,612.8,1294.19,
2006-06-12,68.08,,611.3,1297.67,
2006-06-13,65.64,,566.8,1298.28,
2006-06-14,65.54,,566.5,1283.88,
2006-06-15,66.28,,570.3,1285.39,
2006-06-16,65.45,,581.7,1318.01,
2006-06-19,66.2,,572.4,1334.89,
2006-06-20,67.62,,580.5,1338.22,
2006-06-21,68.1,,591,1333.53,
2006-06-22,69.85,,585.4,1331.55,
2006-06-23,69.98,,588,1339.45,
2006-06-26,69.88,,587.7,1363.41,
2006-06-27,71.45,,584.4,1363.9,
2006-06-28,71.98,,581,1362.89,
2006-06-29,73.15,,588.9,1395.12,
2006-06-30,73.3,,616,1393.96,
2006-07-03,74.02,,616,1420.33,
2006-07-04,72.61,,,1411.01,
2006-07-05,72.64,,629.7,1393.01,
2006-07-06,73.16,,636.3,1418.68,
2006-07-07,74.22,,634.8,1410.43,
2006-07-10,72.39,,626.1,1412.12,
2006-07-11,73.18,,643.1,1418.58,
2006-07-12,73.14,,651.2,1419.2,
2006-07-13,75.42,,654.4,1346.09,
2006-07-14,75.99,,668,1357.13,
2006-07-17,75.08,,651.9,1372.25,
2006-07-18,74.76,,629.5,1373.42,
2006-07-19,71.5,,642.8,1336.64,
2006-07-20,72.5,,632.5,1345.19,
2006-07-21,72.96,,620.2,1356.03,
2006-07-24,72.1,,613.2,1358.12,
2006-07-25,72.78,,618,1374.17,
2006-07-26,74.3,,621.9,1371.3,
2006-07-27,75.44,,632.5,1355.55,
2006-07-28,73.92,,634.8,1341.39,
2006-07-31,74.78,,634.2,1294.33,
2006-08-01,76.46,,658.8,1282.06,
2006-08-02,77.57,,664.1,1275.09,
2006-08-03,76.41,,657,1271.74,
2006-08-04,76.55,,656,1241.91,
2006-08-07,78.12,,659.5,1224.1,
2006-08-08,78.69,,657.3,1252.39,
2006-08-09,78.31,,662,1251.3,
2006-08-10,76.06,,646,1271.47,
2006-08-11,75.34,,644.4,1275.65,
2006-08-14,73.55,,639.3,1245.72,
2006-08-15,73.48,,632.9,1265.86,
2006-08-16,72.45,,639,1283.57,
2006-08-17,70.44,,625.3,1271.63,
2006-08-18,71.15,,621.7,1267.87,
2006-08-21,71.82,,635.2,1270.56,
2006-08-22,71.9,,634,1285.27,
2006-08-23,70.66,,633,1285.68,
2006-08-24,70.9,,628.5,1292.4,
2006-08-25,72.05,,630.8,1295.44,
2006-08-28,68.18,,623.9,1325.89,
2006-08-29,67.17,,619.1,1330.16,
2006-08-30,66.92,,626.1,1334.67,
2006-08-31,67.35,,634.2,1338.69,
2006-09-01,67.36,,632.6,1318.1,
2006-09-04,65.43,,,1337.24,
2006-09-05,65.97,,646.9,1340.68,
2006-09-06,65.35,,641.8,1346.37,
2006-09-07,64.95,,624.9,1328.38,
2006-09-08,64.3,,617.3,1332.15,
2006-09-11,62.52,,597.3,1338.76,
2006-09-12,62.35,,594.3,1347.64,
2006-09-13,61.58,,596.3,1338.39,
2006-09-14,61.32,,586,1338.28,
2006-09-15,60.23,,583,1362.32,
2006-09-18,61.49,,592.8,1375.56,
2006-09-19,62.55,,583.2,1378.31,
2006-09-20,58.93,,586.2,1378.46,
2006-09-21,59.16,,588.3,1387.37,
2006-09-22,58.87,,595.4,1374.85,
2006-09-25,57.57,,595.9,1372.4,
2006-09-26,58.43,,597.1,1357.65,
2006-09-27,57.6,,603.3,1371.12,
2006-09-28,60.65,,610.9,1387,
2006-09-29,59.33,,604.2,1403.27,
2006-10-02,58.92,,603.3,,
2006-10-03,56.39,,581.5,,
2006-10-04,56.42,,566.7,,
2006-10-05,57.86,,575.5,,
2006-10-06,57.05,,576.8,,
2006-10-09,59.09,,582.8,1436.07,
2006-10-10,57.7,,576.2,1437.25,
2006-10-11,57.77,,576.5,1435.91,
2006-10-12,57.81,,580.3,1426.5,
2006-10-13,59.03,,592.7,1430.88,
2006-10-16,58.43,,598.5,1418.52,
2006-10-17,59.23,,593.5,1414.45,
2006-10-18,58.4,,592.6,1437.59,
2006-10-19,57.67,,602.5,1439.38,
2006-10-20,57.81,,596.4,1440.18,
2006-10-23,55.96,,582.9,1408.72,
2006-10-24,57.32,,587.6,1440.05,
2006-10-25,58.71,,590.8,1446.83,
2006-10-26,58.95,,599.8,1456.1,
2006-10-27,58.27,,601,1439.05,
2006-10-30,56.83,,607.4,1446.24,
2006-10-31,55.89,,606.8,1464.47,
2006-11-01,56.06,,619.3,1479.41,
2006-11-02,56.1,,627.8,1479.66,
2006-11-03,56.49,,629.2,1488.29,
2006-11-06,57,,627.9,1507.89,
2006-11-07,57.66,,627.7,1516.1,
2006-11-08,58.21,,618.3,1498.17,
2006-11-09,59.85,,636.8,1524.71,
2006-11-10,58.69,,630.1,1504.06,
2006-11-13,56.95,,625.8,1475.78,
2006-11-14,58,,625.3,1493.78,
2006-11-15,58.88,,623.8,1534.76,
2006-11-16,59.43,,621.7,1533.29,
2006-11-17,57.05,,622.5,1562.08,
2006-11-20,58.06,,622.1,1593.16,
2006-11-21,59.57,,628.7,1612.25,
2006-11-22,59.15,,629,1624.03,
2006-11-23,59.91,,,1634.91,
2006-11-24,60.87,,629,1636.58,
2006-11-27,59.89,,640.6,1651.8,
2006-11-28,61.21,,637.3,1644.01,
2006-11-29,62.53,,635.5,1667.14,
2006-11-30,64.63,,646.9,1714.36,
2006-12-01,64.96,,650.6,1729.22,
2006-12-04,64.03,,650.9,1780.74,
2006-12-05,63.79,,647.9,1794.23,
2006-12-06,63.88,,635.9,1779.41,
2006-12-07,63.13,,637,1775.71,
2006-12-08,64.25,,631,1711.58,
2006-12-11,62.68,,634.8,1789.92,
2006-12-12,62.63,,631.7,1802.79,
2006-12-13,61.94,,632.4,1803.86,
2006-12-14,62.45,,630.9,1836.14,
2006-12-15,62.38,,619.1,1867.64,
2006-12-18,62.97,,617.9,1916.11,
2006-12-19,61.85,,625.4,1921.44,
2006-12-20,62.97,,624.3,1936.55,
2006-12-21,61.71,,621.6,1908.99,
2006-12-22,62.56,,622.3,1895.64,
2006-12-25,,,,1939.1,
2006-12-26,60.06,,626.9,1938.24,
2006-12-27,59.78,,630.3,1982.88,
2006-12-28,59.59,,636.9,1979.93,
2006-12-29,58.93,,638,2041.05,
2007-01-03,56.74,,629.8,,
2007-01-04,54.56,,626.2,2067.09,
2007-01-05,52.9,,606.9,2072.88,
2007-01-08,52.8,,609.4,2131.56,
2007-01-09,52.4,,615,2200.09,
2007-01-10,52.07,,613.4,2255.97,
2007-01-11,51.94,,613.9,2231.63,
2007-01-12,50.8,,626.9,2173.75,
2007-01-15,52.35,,,2287.34,
2007-01-16,50.86,,625.9,2353.87,
2007-01-17,50.68,,633.3,2308.93,
2007-01-18,50.84,,628.1,2317.1,
2007-01-19,52.42,,636.1,2396.09,
2007-01-22,54.33,,634.1,2491.31,
2007-01-23,53.88,,645.9,2508.13,
2007-01-24,55.29,,648.2,2536.43,
2007-01-25,55.92,,648.1,2452.83,
2007-01-26,55.37,,644.7,2512.92,
2007-01-29,54.94,,643.2,2576.92,
2007-01-30,54.84,,644.2,2551.88,
2007-01-31,56.46,,652,2385.34,
2007-02-01,56.99,,663,2395.17,
2007-02-02,56.82,,651.5,2298,
2007-02-05,58.34,,656.1,2271.8,
2007-02-06,57.51,,658.7,2316.04,
2007-02-07,57.44,,657.3,2369.79,
2007-02-08,55.7,,662.8,2410.6,
2007-02-09,57.28,,672.3,2397.25,
2007-02-12,55.3,,667.3,2485.39,
2007-02-13,55.94,,668.5,2522.63,
2007-02-14,55.39,,672,2588.35,
2007-02-15,54.84,,671.4,2668.63,
2007-02-16,,,672.8,2676.74,
2007-02-20,55.99,,661,,
2007-02-21,57.82,,684,,
2007-02-22,59.01,,683,,
2007-02-23,59.92,,686.7,,
2007-02-26,60.06,,689.8,2707.68,
2007-02-27,60.53,,687.2,2457.49,
2007-02-28,59.83,,672.5,2544.57,
2007-03-01,61.7,,665.1,2473.54,
2007-03-02,61.76,,644.4,2508.73,
2007-03-05,59.82,,639.2,2475.61,
2007-03-06,59.56,,646.2,2520.29,
2007-03-07,61.19,,652.9,2589.44,
2007-03-08,60.92,,655.5,2627.63,
2007-03-09,60.93,,652,2611.39,
2007-03-12,60.58,,650.3,2616.17,
2007-03-13,61.79,,649.4,2640.17,
2007-03-14,60.81,,642.5,2597.36,
2007-03-15,60.56,,647.1,2645.55,
2007-03-16,61.27,,653.9,2604.23,
2007-03-19,60.74,,654.3,2659.41,
2007-03-20,59.67,,659,2672.77,
2007-03-21,60.45,,660,2702.6,
2007-03-22,62.08,,664.2,2711.32,
2007-03-23,63.36,,657.3,2716.27,
2007-03-26,64.26,,663.9,2764.03,
2007-03-27,63.78,,662.5,2784.02,
2007-03-28,66.1,,666.8,2797.65,
2007-03-29,67.37,,661.5,2783.31,
2007-03-30,68.64,,669,2781.78,
2007-04-02,69.48,,671.5,2850.11,
2007-04-03,68.23,,669.7,2888.12,
2007-04-04,68.67,,677.4,2911.82,
2007-04-05,68.55,,679.4,2945.05,
2007-04-06,,,,2972.01,
2007-04-09,68.7,,676.9,3038.17,
2007-04-10,66.93,,681.5,3081.57,
2007-04-11,67.91,,681.7,3121.32,
2007-04-12,67.89,,679.7,3176.44,
2007-04-13,68.85,,689.9,3169.23,
2007-04-16,67.12,,694.5,3256,
2007-04-17,66.62,,692.5,3283.6,
2007-04-18,65.03,,693.3,3304.5,
2007-04-19,66.05,,688.3,3150.3,
2007-04-20,65.9,,695.8,3289.28,
2007-04-23,67.27,,694.2,3431.32,
2007-04-24,67.72,,687.7,3445.2,
2007-04-25,67.58,,687.4,3448.28,
2007-04-26,67.52,,678,3493.58,
2007-04-27,67.07,,681.8,3470.52,
2007-04-30,,,683.5,3558.71,
2007-05-01,,,677.3,,
2007-05-02,,,675.1,,
2007-05-03,64.14,,684.4,,
2007-05-04,64.74,,689.7,,
2007-05-07,62.49,,690.4,,
2007-05-08,63.55,,687.4,3686.03,
2007-05-09,63.5,,682.5,3701.28,
2007-05-10,64.64,,667,3724.51,
2007-05-11,65.49,,672.3,3702.61,
2007-05-14,65.82,,670.1,3734.42,
2007-05-15,66.88,,674.5,3604.64,
2007-05-16,67.76,,661.5,3700.29,
2007-05-17,69.21,,657.2,3778.61,
2007-05-18,69.25,,662,3776.63,
2007-05-21,69.83,,663.8,3831.44,
2007-05-22,70.37,,659.9,3870.49,
2007-05-23,71.3,,662.6,3938.95,
2007-05-24,71.93,,653.3,3919.75,
2007-05-25,70.56,,655.3,3985.25,
2007-05-28,,,,4072.58,
2007-05-29,69.13,,657.2,4168.29,
2007-05-30,67.69,,652.5,3886.46,
2007-05-31,68.28,,661,3927.95,
2007-06-01,68.93,,676.9,3803.95,
2007-06-04,71.15,,676.3,3511.43,
2007-06-05,71.5,,675.1,3634.63,
2007-06-06,71.75,,674.6,3677.58,
2007-06-07,72.57,,665.2,3802.3,
2007-06-08,70.05,,650.3,3837.87,
2007-06-11,68.84,,659,3931.86,
2007-06-12,68.77,,653.1,4036.11,
2007-06-13,69.77,,652.7,4118.27,
2007-06-14,71.41,,655.9,4075.82,
2007-06-15,72,,658.7,4099.38,
2007-06-18,72.83,,659.9,4227.57,
2007-06-19,73.04,,664.7,4253,
2007-06-20,71.71,,660,4157.6,
2007-06-21,72.73,,654.2,4197.28,
2007-06-22,72.86,,657,4051.43,
2007-06-25,71.62,,654.7,3877.59,
2007-06-26,71.7,,645.3,3928.21,
2007-06-27,72.48,,644.8,4040.48,
2007-06-28,73.26,,650.4,3858.52,
2007-06-29,73.51,,650.9,3764.08,
2007-07-02,72.9,,659.2,3757.66,
2007-07-03,74.26,,655.4,3832.23,
2007-07-04,74.73,,,3743.58,
2007-07-05,76.05,,650.6,3537.44,
2007-07-06,77.69,,654.8,3710.28,
2007-07-09,77.45,,662.5,3821.3,
2007-07-10,77.61,,664.4,3775.62,
2007-07-11,77.4,,662.1,3789.87,
2007-07-12,78.65,,668.3,3816.92,
2007-07-13,79.02,,667.3,3820.12,
2007-07-16,78.66,,666.3,3697.97,
2007-07-17,77.86,,665.9,3789.65,
2007-07-18,78.04,,673.7,3807.57,
2007-07-19,78.53,,678.1,3807,
2007-07-20,79.05,,684.7,3971.88,
2007-07-23,77.9,,681.5,4156.72,
2007-07-24,75.94,,684.8,4161.35,
2007-07-25,75.19,,673.8,4255.46,
2007-07-26,77.49,,662.8,4303.19,
2007-07-27,76.61,,660.1,4307.14,
2007-07-30,76.19,,664.1,4410.3,
2007-07-31,77.11,,679.3,4460.56,
2007-08-01,76.95,,675.9,4290.48,
2007-08-02,76.21,,676.6,4436.19,
2007-08-03,75.48,,684.4,4598.38,
2007-08-06,72.32,,683.3,4703.98,
2007-08-07,70.67,,682.3,4724.55,
2007-08-08,70.53,,686.3,4668.09,
2007-08-09,70.11,,672.8,4777.29,
2007-08-10,69.66,,681.6,4726.68,
2007-08-13,71.46,,680.9,4721.19,
2007-08-14,69.29,,679.7,4795.57,
2007-08-15,71.28,,679.7,4798.75,
2007-08-16,68.77,,658,4721.94,
2007-08-17,69.63,,666.8,4626.58,
2007-08-20,68.41,,666.5,4885.43,
2007-08-21,67.9,,666.2,4972.71,
2007-08-22,67.4,,668.7,5051.69,
2007-08-23,68.78,,668.4,5135.93,
2007-08-24,69.49,,677.5,5217.58,
2007-08-27,68.56,,676.2,5243.15,
2007-08-28,69.69,,673.5,5251.77,
2007-08-29,70.57,,675.4,5171.82,
2007-08-30,71.43,,673.9,5241.23,
2007-08-31,72.35,,681.9,5296.81,
2007-09-03,73.7,,,5419.17,
2007-09-04,74.59,,691.5,5360.33,
2007-09-05,74.66,,690.7,5363.25,
2007-09-06,75.67,,704.6,5412.04,
2007-09-07,75.05,,709.7,5294.8,
2007-09-10,74.93,,712.2,5377.22,
2007-09-11,76.32,,721.1,5124.09,
2007-09-12,77.29,,720.7,5202.86,
2007-09-13,77.49,,717.9,5349.97,
2007-09-14,77.91,,717.8,5397.28,
2007-09-17,76.78,,723.8,5498.91,
2007-09-18,77.01,,723.7,5476.84,
2007-09-19,77.88,,729.5,5419.27,
2007-09-20,77.57,,739.9,5494.92,
2007-09-21,79.16,,738.9,5468.1,
2007-09-24,78.05,,739.3,5513.9,
2007-09-25,76.73,,738.8,5454.62,
2007-09-26,76.48,,735.5,5361.02,
2007-09-27,79.11,,739.9,5427.66,
2007-09-28,,,750,5580.81,
2007-10-01,,,754.1,,
2007-10-02,76.83,,736.3,,
2007-10-03,78.17,,735.7,,
2007-10-04,77.63,,743.8,,
2007-10-05,78.92,,747.2,,
2007-10-08,77.13,,738.7,5653.14,
2007-10-09,77.91,,743.1,5675.93,
2007-10-10,77.89,,746,5685.76,
2007-10-11,80.91,,756.7,5760.08,
2007-10-12,80.91,,753.8,5737.22,
2007-10-15,82.7,,762.2,5821.45,
2007-10-16,84.69,,762,5877.2,
2007-10-17,85.53,,762.3,5824.12,
2007-10-18,85.09,,768.7,5615.75,
2007-10-19,84.33,,768.4,5614.06,
2007-10-22,82.75,,760,5472.68,
2007-10-23,82.3,,763.1,5540.09,
2007-10-24,83.66,,765.6,5588.01,
2007-10-25,85.18,,771,5333.79,
2007-10-26,87.84,,787.5,5394.81,
2007-10-29,90,,792.6,5508.36,
2007-10-30,88.52,,787.8,5596.07,
2007-10-31,90.28,,795.3,5688.54,
2007-11-01,90.87,,793.7,5605.23,
2007-11-02,92.09,,808.5,5472.93,
2007-11-05,92.12,,810.8,5360.31,
2007-11-06,94.15,,823.4,5317.55,
2007-11-07,94.64,,833.5,5350.63,
2007-11-08,94.78,,837.5,5093.67,
2007-11-09,93.2,,834.7,5040.53,
2007-11-12,91.59,,807.7,4978.25,
2007-11-13,89.06,,799,4939.24,
2007-11-14,90.77,,814.7,5145.89,
2007-11-15,90.36,,787.3,5081.11,
2007-11-16,91.53,,787,5007.66,
2007-11-19,91.69,,778,4994.42,
2007-11-20,94.3,,791.4,5069.38,
2007-11-21,94.87,,798.6,4997.62,
2007-11-22,94.56,,,4772.62,
2007-11-23,95.46,,824.7,4856.16,
2007-11-26,95.18,,826.5,4800.08,
2007-11-27,93.9,,814,4711.15,
2007-11-28,91.86,,800.3,4648.75,
2007-11-29,92.08,,795.3,4842.07,
2007-11-30,88.5,,789.1,4737.41,
2007-12-03,87.83,,794.7,4772.67,
2007-12-04,89.64,,807.6,4829.21,
2007-12-05,90.33,,803.7,4965.95,
2007-12-06,88.65,,807.1,4971.06,
2007-12-07,88.21,,800.2,5041.35,
2007-12-10,88.07,,813.5,5133.56,
2007-12-11,88.12,,817.1,5140,
2007-12-12,91.54,,818.8,5077.39,
2007-12-13,92.42,,804,4884.3,
2007-12-14,91.82,,798,4977.65,
2007-12-17,90.14,,799.3,4857.29,
2007-12-18,90.53,,807.4,4829.91,
2007-12-19,90.95,,805.4,4946.29,
2007-12-20,91.21,,803.2,5037.2,
2007-12-21,91.5,,815.4,5101.85,
2007-12-24,,,816.5,5207.13,
2007-12-25,,,,5216.81,
2007-12-26,94.64,,829.5,5265.03,
2007-12-27,95.93,,831.8,5367.53,
2007-12-28,96.02,,842.7,5338.28,
2007-12-31,,,838,,
2008-01-02,96.94,,860,5385.1,
2008-01-03,98.35,,869.1,5422.03,
2008-01-04,96.9,,865.7,5483.65,
2008-01-07,94.29,,862,5556.59,
2008-01-08,96.47,,880.3,5528.05,
2008-01-09,96.75,,881.7,5613.76,
2008-01-10,92.66,,893.6,5672.15,
2008-01-11,91.28,,897.7,5699.15,
2008-01-14,92.73,,903.4,5731.76,
2008-01-15,90.79,,902.6,5696.45,
2008-01-16,88.47,,882,5505.72,
2008-01-17,88.91,,880.5,5365.62,
2008-01-18,89.73,,881.7,5414.47,
2008-01-21,87.65,,,5145.73,
2008-01-22,87.8,,890.3,4753.87,
2008-01-23,87.38,,883.1,4975.11,
2008-01-24,87.7,,905.8,5027.21,
2008-01-25,91.03,,910.7,5077.43,
2008-01-28,90.97,,927.1,4731.88,
2008-01-29,92.79,,925.1,4762.08,
2008-01-30,92.8,,920.6,4710.65,
2008-01-31,91.64,,928,4620.4,
2008-02-01,91.29,,913.5,4571.95,
2008-02-04,91.13,,909.4,4950.12,
2008-02-05,,,890.3,4921.83,
2008-02-06,,,905,,
2008-02-07,88.28,,910,,
2008-02-08,91.25,,922.3,,
2008-02-11,94.78,,926.7,,
2008-02-12,94.31,,911.1,,
2008-02-13,94.01,,910.2,4816.08,
2008-02-14,96.04,,910.8,4880.25,
2008-02-15,96.63,,906.1,4813.31,
2008-02-18,95.21,,,4910.99,
2008-02-19,96.8,,929.8,5020.75,
2008-02-20,97.94,,937.8,4908.72,
2008-02-21,97.77,,949.2,4876.03,
2008-02-22,96.2,,947.8,4702.24,
2008-02-25,97.44,,940.5,4519.78,
2008-02-26,98.75,,948.9,4515.53,
2008-02-27,98.66,,961,4639.77,
2008-02-28,99.94,,967.5,4622.06,
2008-02-29,100.99,,975,4674.55,
2008-03-03,102.35,,984.2,4790.74,
2008-03-04,98.47,,966.3,4671.15,
2008-03-05,101.03,,988.5,4628.72,
2008-03-06,103.31,,977.1,4685.03,
2008-03-07,105.05,,974.2,4621.69,
2008-03-10,105.9,,971.8,4431.59,
2008-03-11,107.36,,976,4441.18,
2008-03-12,108.13,,980.5,4309.65,
2008-03-13,109.09,,993.8,4198.96,
2008-03-14,108.9,,999.5,4157.87,
2008-03-17,103.93,,1002.6,3965.28,
2008-03-18,105.01,,1004.3,3763.95,
2008-03-19,102.71,,945.3,3888.86,
2008-03-20,99.55,,920,4001.83,
2008-03-21,,,,4037.83,
2008-03-24,100.08,,918.7,3857.09,
2008-03-25,100.04,,935,3905.77,
2008-03-26,102.79,,949.2,3914.37,
2008-03-27,103.83,,948.8,3748.92,
2008-03-28,102.4,,930.6,3918.16,
2008-03-31,102.68,,921.5,3790.53,
2008-04-01,99.16,,887.8,3582.86,
2008-04-02,99.12,,900.2,3547.98,
2008-04-03,102.69,,909.6,3650.7,
2008-04-04,102.35,,913.2,,
2008-04-07,105.49,,926.8,3845.82,
2008-04-08,104.77,,918,3891.06,
2008-04-09,106.91,,937.5,3688.13,
2008-04-10,107.19,,931.8,3754.72,
2008-04-11,107.31,,927,3783.73,
2008-04-14,108.55,,928.7,3536.33,
2008-04-15,110.66,,932,3583.3,
2008-04-16,110.28,,948.3,3494.02,
2008-04-17,110.55,,942.9,3386.63,
2008-04-18,111.09,,915.2,3272.5,
2008-04-21,111.27,,917.6,3267.55,
2008-04-22,113.82,,925.2,3296.28,
2008-04-23,115.36,,909,3453.73,
2008-04-24,114.82,,889.4,3774.5,
2008-04-25,116.49,,889.7,3803.07,
2008-04-28,115.99,,895.5,3729.15,
2008-04-29,113.56,,876.8,3776.94,
2008-04-30,109.99,,865.1,3959.12,
2008-05-01,107.35,,850.9,,
2008-05-02,111.9,,858,,
2008-05-05,116.5,,874.1,4055.78,
2008-05-06,119.63,,877.7,4010.89,
2008-05-07,119.53,,871.2,3821.32,
2008-05-08,119.62,,882.1,3925.04,
2008-05-09,123,,885.8,3878.92,
2008-05-12,122.42,,884.9,3904.92,
2008-05-13,122.55,,869.6,3851.69,
2008-05-14,121.14,,866.5,3975.78,
2008-05-15,122.85,,880,3948.09,
2008-05-16,123.16,,899.9,3936.12,
2008-05-19,122.01,,905.8,3914.07,
2008-05-20,123.88,,920.2,3710.82,
2008-05-21,127.61,,928.6,3783.05,
2008-05-22,129.14,,918.3,3711.44,
2008-05-23,129.88,,925.8,3675.15,
2008-05-26,,,,3559.22,
2008-05-27,128.98,,907.9,3576.2,
2008-05-28,128.94,,900.5,3676.23,
2008-05-29,129.52,,877.2,3580.87,
2008-05-30,127.7,,891.5,3611.33,
2008-06-02,128.43,,897,3625.83,
2008-06-03,125.89,,885.5,3614.11,
2008-06-04,122.04,,883.8,3546.92,
2008-06-05,122.56,,875.5,3512.14,
2008-06-06,133.23,,899,3489.5,
2008-06-09,135.38,,898.1,,
2008-06-10,135.21,,871.2,3206.56,
2008-06-11,134.23,,882.9,3140.3,
2008-06-12,131.96,,872,3084.63,
2008-06-13,133.6,,873.1,2979.12,
2008-06-16,134.36,,886.3,2952.24,
2008-06-17,131.34,,886.9,2842.68,
2008-06-18,129.85,,893.5,2991.27,
2008-06-19,131.5,,904.2,2773.08,
2008-06-20,134.26,,903.7,2849.67,
2008-06-23,135.06,,887.2,2789.94,
2008-06-24,135.66,,891.6,2851.92,
2008-06-25,131.78,,882.3,2969.54,
2008-06-26,136.79,,915.1,2980.91,
2008-06-27,139.1,,931.3,2816.02,
2008-06-30,138.86,,928.3,2791.82,
2008-07-01,141.23,,944.5,2698.35,
2008-07-02,142.05,,946.5,2699.6,
2008-07-03,144.22,,933.6,2760.61,
2008-07-04,143.15,,,2741.85,
2008-07-07,139.94,,928.8,2882.76,
2008-07-08,134.34,,923.3,2901.84,
2008-07-09,134.16,,928.6,3015.13,
2008-07-10,135.95,,942,2973.73,
2008-07-11,143.51,,960.6,2953.5,
2008-07-14,142.24,,973.7,2975.87,
2008-07-15,136.5,,978.7,2852.98,
2008-07-16,133.03,,962.7,2745.6,
2008-07-17,134.27,,970.7,2718.07,
2008-07-18,130.11,,958,2815.46,
2008-07-21,129.38,,963.7,2911.05,
2008-07-22,127.15,,948.5,2904.74,
2008-07-23,127.04,,922.8,2883.32,
2008-07-24,125.27,,922.3,2977.36,
2008-07-25,124.57,,926.8,2939.2,
2008-07-28,125.94,,927.7,2960.85,
2008-07-29,122.58,,916.5,2905.63,
2008-07-30,122.5,,902.9,2884.38,
2008-07-31,124.13,,922.7,2805.21,
2008-08-01,124.19,,917.5,2840.79,
2008-08-04,121.21,,907.9,2773.15,
2008-08-05,115.7,,886.1,2703.08,
2008-08-06,113.97,,883,2721.69,
2008-08-07,116.54,,877.9,2720.44,
2008-08-08,112.26,,864.8,2591.46,
2008-08-11,110.75,,828.3,2456.81,
2008-08-12,108.97,,814.6,2444.16,
2008-08-13,110.68,,831.5,2444.67,
2008-08-14,110.74,,814.5,2443.51,
2008-08-15,107.33,,792.1,2447.62,
2008-08-18,108.22,,805.7,2313.4,
2008-08-19,109.15,,816.8,2348.47,
2008-08-20,108.71,,816.3,2532.94,
2008-08-21,117.43,,839,2443.98,
2008-08-22,114.39,,833.5,2404.93,
2008-08-25,110.99,,825.7,2400.55,
2008-08-26,112.44,,828.1,2331.53,
2008-08-27,113.04,,834,2325.29,
2008-08-28,113.41,,837.2,2335.87,
2008-08-29,113.56,,835.2,2391.64,
2008-09-01,107.78,,,2309.17,
2008-09-02,105.36,,810.5,2285.41,
2008-09-03,104.94,,808.2,2245.96,
2008-09-04,103.41,,803.2,2251.15,
2008-09-05,102.03,,802.8,2183.43,
2008-09-08,101.64,,802.5,2126.52,
2008-09-09,99.33,,792,2139.15,
2008-09-10,96.25,,762.5,2143.18,
2008-09-11,96.28,,745.5,2072.13,
2008-09-12,96.66,,764.5,2077.85,
2008-09-15,90.84,,787,,
2008-09-16,86.69,,780.5,2000.65,
2008-09-17,86.95,,850.5,1929.14,
2008-09-18,90.94,,897,1895.99,
2008-09-19,93.78,,864.7,2073.11,
2008-09-22,100.67,,909,2207.61,
2008-09-23,102.04,,891.2,2123.48,
2008-09-24,102.15,,895,2138.85,
2008-09-25,100.44,,882,2223.53,
2008-09-26,101.11,,888.5,2243.66,
2008-09-29,95.93,,894.4,,
2008-09-30,93.71,,880.8,,
2008-10-01,92.38,,887.3,,
2008-10-02,90.08,,844.3,,
2008-10-03,89.46,,833.2,,
2008-10-06,84.53,,866.2,2128.7,
2008-10-07,82.91,,882,2102.45,
2008-10-08,80.42,,906.5,2022.88,
2008-10-09,81.67,,886.5,1995.3,
