biz_date,treasury_bond_rate_1m,treasury_bond_rate_3m,treasury_bond_rate_6m,treasury_bond_rate_1y,treasury_bond_rate_3y,treasury_bond_rate_10y,cdb_rate_6m,cdb_rate_1y,cdb_rate_3y,cdb_rate_10y,loc_rate_6m,loc_rate_1y,loc_rate_3y,loc_rate_10y,cdi_rate_6m,cdi_rate_1y,cdi_rate_3y,cdi_rate_10y,com_rate_1m,com_rate_3m,com_rate_6m,com_rate_1y,com_rate_3y,com_rate_10y,oil_dtd_spot,luowen_steel_future,gold_comex_future,csi300_index,investment_real_estate_ratio,new_area_ratio,working_area_ratio,finish_area_ratio,saled_area_ratio,saled_amount_ratio,fixedinvestment_used,cpi,cpi_food,ppi,ppirm,energy_price_index,non-manufacturing_pmi,m2_ratio,credit_ratio,social finance_ratio
2012-07-26,1.8103,2.151,2.2191,2.278,2.578,3.2763,2.7506,2.9316,3.3765,4.0495,2.4091,2.498,2.948,3.5263,3.8406,3.8938,4.3118,5.2746,2.989,3.5314,3.5394,3.5414,3.9576,4.8866,104.98,0.0,1619.8,2347.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-27,1.8125,2.1358,2.2615,2.2977,2.6046,3.2764,2.7306,2.9157,3.3844,4.0566,2.4515,2.5177,2.9746,3.5264,3.8472,3.8796,4.3177,5.2696,2.9396,3.5053,3.526,3.5272,3.9531,4.8666,106.11,0.0,1622.7,2349.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-30,1.8083,2.1592,2.265,2.2952,2.6024,3.2755,2.7406,2.9339,3.3901,4.0577,2.455,2.5152,2.9324,3.5255,3.8512,3.8905,4.3377,5.2752,2.8946,3.5047,3.53,3.5381,3.9702,4.8722,106.31,0.0,1624.0,2335.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-31,1.8501,2.1992,2.2908,2.3077,2.6257,3.2915,2.7833,2.9615,3.4203,4.0623,2.4808,2.5277,2.9557,3.5415,3.8857,3.9006,4.3608,5.3172,2.9454,3.5301,3.5645,3.5482,3.9933,4.9172,105.77,0.0,1614.6,2332.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,1.8894,2.2118,2.3108,2.3277,2.6158,3.2921,2.8162,2.9815,3.4205,4.0723,2.5008,2.5477,2.9458,3.5421,3.8714,3.9165,4.3908,5.3372,2.9707,3.5461,3.5502,3.5641,4.009,4.9412,106.8,0.0,1607.3,2358.65,15.6,-6.8,15.6,20.2,-4.1,2.2,0.0,2.0,3.4,-3.48,-4.1,136.48,51.7,13.5,18.19,0.0
2012-08-02,1.8966,2.2166,2.3011,2.3306,2.6212,3.2861,2.8409,2.9777,3.4207,4.0673,2.4911,2.5506,2.9512,3.5361,3.8866,3.9089,4.4225,5.3397,2.9176,3.5461,3.5654,3.5565,4.0407,4.9537,107.65,0.0,1590.7,2334.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-03,1.8841,2.2518,2.4012,2.3553,2.6321,3.2902,2.9409,3.0304,3.4263,4.0858,2.5912,2.5753,2.9621,3.5402,3.9016,3.9108,4.4385,5.3597,2.8706,3.5076,3.5804,3.5641,4.0565,4.9737,109.77,0.0,1609.3,2353.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-06,1.9044,2.2749,2.4064,2.3728,2.6602,3.31,2.9661,3.0233,3.4847,4.1311,2.5964,2.5928,2.9902,3.56,3.934,3.9243,4.4389,5.3694,2.8681,3.5402,3.6128,3.5776,4.0519,4.9837,109.85,0.0,1616.2,2385.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-07,1.9461,2.3049,2.4275,2.4078,2.6902,3.33,2.9921,3.03,3.5161,4.1564,2.6175,2.6278,3.0202,3.58,3.9355,3.9831,4.5048,5.3694,2.9069,3.5483,3.6143,3.6364,4.1119,4.9837,112.58,0.0,1612.8,2388.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-08,1.9643,2.3143,2.4499,2.4378,2.7155,3.3545,3.0145,3.0356,3.5402,4.1525,2.6399,2.6578,3.0455,3.6045,3.9458,4.008,4.4856,5.39,2.9117,3.5457,3.6246,3.6613,4.0927,5.0067,113.81,0.0,1616.0,2389.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-09,1.9927,2.3362,2.4273,2.4381,2.6777,3.3023,2.9894,3.0354,3.5165,4.1349,2.6173,2.6581,3.0077,3.5523,3.9432,3.9861,4.4856,5.4,2.9341,3.533,3.63,3.645,4.0927,5.0167,113.55,0.0,1620.2,2411.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-10,2.0242,2.3062,2.415,2.3959,2.6567,3.2825,2.9672,3.0354,3.469,4.1149,2.605,2.6159,2.9867,3.5325,3.91,4.0032,4.55,5.39,2.9538,3.493,3.5963,3.6621,4.13,5.0067,112.96,0.0,1622.8,2399.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-13,1.9131,2.3172,2.4199,2.4134,2.6841,3.3029,2.96,3.0358,3.4821,4.1315,2.6099,2.6334,3.0141,3.5529,3.8997,4.0082,4.545,5.3847,2.8052,3.4718,3.5895,3.6813,4.13,5.0014,113.89,0.0,1612.6,2351.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-14,1.9856,2.3568,2.4313,2.4183,2.7202,3.3105,2.957,3.0411,3.5189,4.1315,2.6213,2.6383,3.0502,3.5605,3.9112,4.0282,4.5586,5.3827,2.9551,3.4804,3.601,3.706,4.1436,5.001,113.77,0.0,1602.4,2357.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-15,2.1759,2.4051,2.4607,2.4572,2.7651,3.3402,2.9601,3.0465,3.5391,4.1315,2.6507,2.6772,3.0951,3.5902,3.9222,4.04,4.5508,5.3727,3.2321,3.5006,3.612,3.7178,4.1358,4.991,115.29,0.0,1606.6,2331.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-16,2.1858,2.4262,2.4952,2.4622,2.7841,3.3467,2.9898,3.0612,3.5472,4.1341,2.6852,2.6822,3.1141,3.5967,3.9433,4.0667,4.5771,5.3751,3.2229,3.5103,3.6331,3.7445,4.1621,4.9934,116.0,0.0,1619.2,2319.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-17,2.2537,2.4762,2.5478,2.4745,2.7841,3.3342,3.0444,3.0575,3.5688,4.1321,2.7378,2.6945,3.1141,3.5842,3.9724,4.0967,4.6021,5.3921,3.2699,3.5526,3.6622,3.7745,4.1871,5.0104,115.23,0.0,1619.4,2313.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-20,2.3848,2.5662,2.6427,2.5216,2.8616,3.3564,3.0809,3.0777,3.6206,4.1474,2.8327,2.7416,3.1916,3.6064,3.9948,4.1267,4.6421,5.4041,3.4015,3.5994,3.6846,3.8045,4.2371,5.0224,115.1,0.0,1623.0,2301.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-21,2.5084,2.6216,2.633,2.5566,2.8905,3.3578,3.0946,3.0927,3.6359,4.1621,2.823,2.7766,3.2205,3.6078,4.0219,4.1567,4.6516,5.4091,3.5083,3.6472,3.7117,3.8345,4.2466,5.0274,116.07,0.0,1642.9,2313.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-22,2.3557,2.6328,2.6413,2.5814,2.935,3.3935,3.1096,3.1048,3.6609,4.1721,2.8313,2.8014,3.265,3.6435,4.1219,4.1998,4.7016,5.4211,3.2965,3.7472,3.8117,3.8776,4.2966,5.0394,115.86,0.0,1640.5,2295.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-23,2.3394,2.6528,2.6284,2.63,2.9254,3.3702,3.1002,3.14,3.67,4.1811,2.8184,2.85,3.2554,3.6202,4.1775,4.2469,4.733,5.4315,3.2866,3.7755,3.8673,3.9247,4.328,5.0498,117.53,0.0,1672.8,2302.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-24,2.19,2.6469,2.6281,2.6275,2.9152,3.3364,3.1,3.1126,3.656,4.16,2.8181,2.8475,3.2452,3.5864,4.1853,4.2469,4.7181,5.4415,3.0835,3.8028,3.8751,3.9247,4.3231,5.0598,115.98,0.0,1672.9,2275.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-27,2.19,2.6069,2.6224,2.6412,2.9328,3.3498,3.095,3.1329,3.6621,4.1601,2.8124,2.8612,3.2628,3.5998,4.184,4.2769,4.724,5.4459,3.0925,3.8182,3.8738,3.9547,4.329,5.0642,116.06,0.0,1675.6,2228.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-28,2.1858,2.5469,2.5643,2.6863,2.9594,3.3634,3.095,3.1486,3.6771,4.2097,2.7543,2.9063,3.2894,3.6134,4.2257,4.3318,4.724,5.4486,3.1631,3.8971,3.9155,4.0096,4.3423,5.0669,112.6,0.0,1669.7,2238.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-29,2.1545,2.5469,2.5623,2.6963,2.9784,3.3943,3.0948,3.1498,3.7096,4.2091,2.7523,2.9163,3.3084,3.6443,4.2457,4.3421,4.724,5.4536,3.1302,3.9011,3.9355,4.0199,4.3428,5.0719,112.58,0.0,1663.0,2214.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-30,2.0623,2.5269,2.5483,2.6917,2.9813,3.3904,3.0774,3.1499,3.7271,4.2091,2.7383,2.9117,3.3113,3.6404,4.2793,4.3521,4.734,5.4536,3.0037,3.9211,3.9691,4.0299,4.3528,5.0719,112.81,0.0,1657.1,2211.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-31,1.9244,2.5269,2.5724,2.6806,2.9766,3.3928,3.0959,3.1488,3.7037,4.2164,2.7624,2.9006,3.3066,3.6428,4.2847,4.3421,4.731,5.4436,2.7947,3.8981,3.9745,4.0199,4.3498,5.0619,114.4,0.0,1687.6,2204.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-03,1.8846,2.4995,2.5394,2.6775,2.9402,3.4001,3.0596,3.1619,3.6848,4.2019,2.7294,2.8975,3.2702,3.6501,4.2844,4.3521,4.7217,5.4136,2.7433,3.8281,3.9742,4.0299,4.3405,5.0319,115.34,0.0,0.0,2228.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-04,1.8534,2.4879,2.5079,2.6251,2.9041,3.3836,3.0324,3.1663,3.6915,4.1932,2.6979,2.8451,3.2341,3.6336,4.2646,4.3305,4.7193,5.4086,2.6844,3.7658,3.9544,4.0083,4.3381,5.0269,114.64,0.0,1696.0,2204.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-05,1.9249,2.4888,2.5116,2.6255,2.925,3.3887,3.0373,3.1667,3.6855,4.1934,2.7016,2.8455,3.255,3.6387,4.2684,4.3305,4.7157,5.3986,2.767,3.7725,3.9582,4.0083,4.3345,5.0169,113.18,0.0,1694.0,2199.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-06,1.9241,2.4927,2.5179,2.6155,2.9389,3.3963,3.0231,3.1792,3.7166,4.1933,2.7079,2.8355,3.2689,3.6463,4.2684,4.3474,4.7324,5.3936,2.7438,3.758,3.9582,4.0252,4.3612,5.0119,114.35,0.0,1705.6,2217.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-07,1.923,2.4933,2.5403,2.6364,2.9879,3.4162,3.0585,3.1881,3.7599,4.2148,2.7303,2.8564,3.3179,3.6662,4.2709,4.3581,4.7174,5.3987,2.7717,3.8041,3.9607,4.0359,4.3462,5.017,113.73,0.0,1740.5,2317.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-10,2.0117,2.523,2.5472,2.6475,3.0498,3.4611,3.0732,3.2073,3.8134,4.2725,2.7372,2.8675,3.3798,3.7111,4.2964,4.3781,4.7117,5.4287,2.8794,3.8155,3.9862,4.0559,4.3405,5.047,114.04,0.0,1731.8,2326.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-11,2.0802,2.5035,2.5601,2.6574,3.076,3.4714,3.0686,3.2066,3.8494,4.2998,2.7501,2.8774,3.406,3.7214,4.3221,4.3981,4.7129,5.4487,3.0036,3.8277,4.0119,4.0759,4.3417,5.067,114.73,0.0,1734.9,2311.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-12,2.0829,2.5948,2.6573,2.7023,3.165,3.4909,3.1658,3.231,3.9482,4.3299,2.8473,2.9223,3.475,3.7409,4.3718,4.4181,4.7571,5.4687,3.0955,3.8977,4.0616,4.0959,4.3859,5.087,115.43,0.0,1733.7,2320.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-13,2.1344,2.5977,2.6894,2.7365,3.1784,3.4834,3.1909,3.2937,3.9509,4.3521,2.8794,2.9565,3.4884,3.7334,4.3952,4.4173,4.7671,5.4887,3.1426,3.8975,4.085,4.0951,4.3959,5.107,115.95,0.0,1772.1,2298.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-14,2.2053,2.6571,2.7,2.7984,3.2262,3.5485,3.2426,3.3256,4.0129,4.3985,2.89,3.0184,3.5362,3.7985,4.4455,4.4973,4.8371,5.5187,3.1789,3.9866,4.1353,4.1751,4.4659,5.137,117.15,0.0,1772.7,2315.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-17,2.2249,2.6934,2.7197,2.7984,3.2586,3.5717,3.2723,3.3521,4.0441,4.4112,2.9097,3.0184,3.5686,3.8217,4.4807,4.5173,4.8451,5.5487,3.2374,4.0542,4.1705,4.1951,4.4739,5.167,116.49,0.0,1770.6,2258.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-18,2.2867,2.6892,2.7277,2.8022,3.1967,3.5216,3.2776,3.353,4.018,4.3916,2.9177,3.0222,3.5067,3.7716,4.4974,4.5503,4.8637,5.5787,3.3794,4.0865,4.1872,4.2281,4.4925,5.197,113.13,0.0,1771.2,2235.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-19,2.5341,2.7193,2.737,2.8022,3.2096,3.5166,3.2869,3.3609,4.004,4.3716,2.927,3.0222,3.5196,3.7666,4.4859,4.6005,4.8937,5.5737,3.743,4.0992,4.1757,4.2783,4.5225,5.192,108.42,0.0,1771.7,2246.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-20,2.7491,2.6954,2.736,2.8271,3.1877,3.5171,3.277,3.3535,3.9766,4.3702,2.926,3.0471,3.4977,3.7671,4.4929,4.6026,4.9137,5.5436,4.0605,4.1043,4.1827,4.2804,4.5325,5.1619,109.0,0.0,1770.2,2195.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-21,2.8771,2.7027,2.7461,2.8401,3.1539,3.4998,3.2814,3.3665,3.9423,4.3602,2.9361,3.0601,3.4639,3.7498,4.4987,4.5982,4.9131,5.5236,4.1925,4.1338,4.1885,4.276,4.5319,5.1419,111.19,0.0,1778.0,2199.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-24,2.9539,2.7215,2.7592,2.8401,3.154,3.4956,3.2945,3.3676,3.9613,4.3655,2.9492,3.0601,3.464,3.7456,4.5342,4.6182,4.9331,5.5236,4.2686,4.1726,4.224,4.296,4.5519,5.1419,108.88,0.0,1764.6,2215.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-25,2.9967,2.7129,2.7593,2.8485,3.0961,3.4676,3.3014,3.3827,3.9529,4.3323,2.9493,3.0685,3.4061,3.7176,4.5392,4.5928,4.9231,5.5136,4.2809,4.1871,4.229,4.2706,4.5419,5.1319,110.46,0.0,1766.4,2210.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-26,2.3848,2.7131,2.7422,2.8318,3.0563,3.4444,3.2843,3.3903,3.9091,4.3111,2.9322,3.0518,3.3663,3.6944,4.5144,4.5319,4.8711,5.5136,3.4586,4.1475,4.2042,4.2097,4.4899,5.1319,108.83,0.0,1753.6,2184.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-27,2.3988,2.7184,2.7422,2.8121,3.0548,3.4525,3.2778,3.3955,3.8862,4.2953,2.9322,3.0321,3.3648,3.7025,4.4758,4.5033,4.8644,5.5036,3.4538,4.1289,4.179,4.196,4.4832,5.1219,111.3,0.0,1780.5,2251.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-28,2.2768,2.716,2.7289,2.7921,3.0573,3.4575,3.2645,3.4055,3.8764,4.3039,2.9189,3.0121,3.3673,3.7075,4.4657,4.4863,4.8419,5.5036,3.3542,4.1359,4.1689,4.179,4.4607,5.1219,111.03,0.0,1773.9,2293.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-29,2.6059,2.7201,2.7234,2.7921,3.0665,3.4574,3.259,3.4077,3.8981,4.3043,2.9134,3.0121,3.3765,3.7074,4.4737,4.4819,4.8288,5.5037,3.844,4.1368,4.1769,4.1746,4.4476,5.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-08,2.7798,2.7025,2.706,2.7845,3.0865,3.4814,3.2433,3.4158,3.9137,4.3194,2.896,3.0045,3.3965,3.7314,4.4656,4.5058,4.8288,5.5187,4.1222,4.1482,4.1688,4.1985,4.4476,5.137,112.49,0.0,1775.7,2270.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-09,2.6165,2.7203,2.721,2.7844,3.0906,3.4921,3.2233,3.4255,3.9181,4.3208,2.911,3.0044,3.4006,3.7421,4.4426,4.498,4.8235,5.5237,3.9025,4.1387,4.1458,4.1907,4.4423,5.142,114.52,0.0,1765.0,2320.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-10,2.3262,2.7067,2.691,2.7644,3.1014,3.5036,3.1948,3.4221,3.9284,4.3344,2.881,2.9844,3.4114,3.7536,4.4228,4.493,4.7944,5.5037,3.4597,4.1317,4.126,4.1857,4.4132,5.122,115.94,0.0,1765.1,2324.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-11,2.1734,2.6936,2.69,2.762,3.0779,3.499,3.1947,3.4222,3.9109,4.3319,2.88,2.982,3.3879,3.749,4.4062,4.4411,4.79,5.4837,3.3065,4.0745,4.1094,4.1338,4.4088,5.102,116.01,0.0,1770.6,2302.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-12,2.1578,2.682,2.6852,2.7543,3.0534,3.4807,3.1939,3.4007,3.8889,4.3171,2.8752,2.9743,3.3634,3.7307,4.3631,4.3958,4.7684,5.4637,3.2635,4.0127,4.0663,4.0885,4.3872,5.082,115.07,0.0,1759.7,2304.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-15,1.959,2.6894,2.6934,2.7511,3.0436,3.473,3.1893,3.3849,3.8889,4.3102,2.8834,2.9711,3.3536,3.723,4.3449,4.3871,4.7585,5.449,2.9684,3.9027,4.0481,4.0798,4.3773,5.0673,114.72,0.0,1737.6,2294.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-16,2.0511,2.7231,2.7272,2.7641,3.0355,3.4903,3.2231,3.3849,3.9202,4.3286,2.9172,2.9841,3.3455,3.7403,4.3249,4.3859,4.7491,5.4546,3.0733,3.9027,4.0281,4.0786,4.3679,5.0729,114.81,0.0,1746.3,2298.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-17,2.0984,2.7703,2.7744,2.8441,3.0575,3.5036,3.2456,3.408,3.8941,4.3318,2.9644,3.0641,3.3675,3.7536,4.3149,4.3859,4.7381,5.4346,3.0839,3.9043,4.0208,4.0934,4.3569,5.0529,113.61,0.0,1753.0,2300.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-18,2.08,2.7845,2.7745,2.8971,3.0599,3.519,3.2457,3.4143,3.885,4.3426,2.9645,3.1171,3.3699,3.769,4.338,4.3559,4.7354,5.4146,3.0843,3.9384,4.0439,4.104,4.3542,5.0329,112.23,0.0,1744.7,2336.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-19,2.0354,2.8934,2.813,2.922,3.077,3.535,3.2487,3.4135,3.9042,4.3533,3.003,3.142,3.387,3.785,4.3505,4.3944,4.7697,5.4222,3.1039,3.9741,4.0564,4.1425,4.3885,5.0405,111.62,0.0,1724.0,2332.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-22,2.0938,2.8854,2.8111,2.905,3.055,3.5293,3.2341,3.421,3.9059,4.3518,3.0011,3.125,3.365,3.7793,4.3537,4.4179,4.7716,5.4222,3.1385,3.9844,4.0596,4.156,4.3904,5.0205,109.47,0.0,1726.3,2341.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-23,2.1077,2.8994,2.821,2.9061,3.0597,3.5454,3.234,3.401,3.9291,4.3618,3.011,3.1261,3.3697,3.7954,4.3722,4.4181,4.7723,5.4429,3.2155,4.0164,4.0781,4.1562,4.3911,5.0413,107.32,0.0,1709.4,2312.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-24,2.3364,2.9074,2.8205,2.9421,3.084,3.5478,3.2341,3.4095,3.9267,4.3768,3.0105,3.1621,3.394,3.7978,4.3942,4.4419,4.7723,5.453,3.4204,4.0414,4.1001,4.18,4.392,5.0613,107.49,0.0,1701.6,2307.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-25,2.3256,2.9275,2.8166,2.9764,3.0849,3.5672,3.234,3.4198,3.9247,4.3768,3.0066,3.1964,3.3949,3.8172,4.4288,4.4535,4.7723,5.473,3.3802,4.0414,4.1347,4.1916,4.3925,5.0813,107.5,0.0,1713.0,2291.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-26,2.6663,2.944,2.8666,2.9766,3.0813,3.5727,3.2593,3.4351,3.9418,4.3926,3.0566,3.1966,3.3913,3.8227,4.4619,4.4935,4.7794,5.483,3.7249,4.0614,4.1678,4.2316,4.3996,5.0912,108.85,0.0,1711.9,2247.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-29,2.9471,2.9203,2.9015,2.9848,3.0793,3.5668,3.2547,3.4385,3.95,4.3829,3.0915,3.2048,3.3893,3.8168,4.4619,4.5271,4.8094,5.4924,4.029,4.1122,4.1979,4.2652,4.4296,5.1006,109.27,0.0,1708.7,2235.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-30,2.5202,2.8683,2.8451,2.9533,3.0503,3.5648,3.2315,3.4235,3.9354,4.3851,3.0351,3.1733,3.3603,3.8148,4.4178,4.4751,4.8237,5.4924,3.515,4.07,4.1538,4.2132,4.4439,5.1006,109.26,0.0,1712.1,2239.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
